	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU592	2	0	2	4	2	3	3	1	0	10	10	16	8	2	1	8	8	9	1	1	5	0	4	0	1	18	22	14	0	4	3	3
OTU593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU596	1	1	14	1	0	4	4	0	0	2	0	0	0	0	0	8	0	0	0	2	0	0	6	25	13	5	2	0	2	1	0	0
OTU597	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU598	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
OTU60	0	0	0	0	0	0	0	0	0	4	1	1	3	0	0	0	0	5	0	0	0	0	0	0	0	3	1	0	0	0	1	1
OTU601	1	3	1	7	4	5	4	5	5	3	0	0	6	3	18	3	10	52	21	8	25	1	1	0	10	2	3	4	3	14	11	11
OTU602	0	1	0	0	1	3	0	0	0	1	0	20	0	0	0	10	0	17	4	2	0	0	1	0	6	0	0	0	0	0	0	0
OTU603	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU605	6	35	16	20	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU606	0	0	0	0	3	2	1	1	0	1	1	1	1	0	2	0	1	3	4	1	2	2	1	0	2	0	0	0	0	0	0	0
OTU607	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU608	0	5	10	2	12	2	3	4	3	4	3	1	0	0	1	0	1	0	0	0	2	7	0	0	2	1	1	3	0	0	1	1
OTU609	9	17	20	69	45	43	34	22	33	5	29	12	13	21	18	35	11	16	19	14	40	25	20	16	27	22	43	8	4	7	9	6
OTU61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU610	2	0	0	0	3	1	6	2	2	3	5	2	0	1	1	1	2	2	5	3	2	1	2	1	5	1	7	6	2	1	1	2
OTU611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU612	0	0	0	0	4	0	0	1	8	1	0	1	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
OTU614	1	6	0	3	2	1	1	2	12	0	0	0	0	6	1	18	7	15	0	0	0	0	0	14	0	1	0	0	0	0	0	0
OTU615	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU616	0	0	0	0	9	3	8	3	0	0	0	5	0	0	0	0	0	1	146	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU617	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU619	0	0	0	0	2	0	3	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	4	2	0	5	15	4	3	0	1	0
OTU62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU620	0	0	0	0	0	0	1	1	0	0	0	0	4	1	3	2	1	4	0	0	5	0	0	7	1	1	2	0	1	0	1	0
OTU621	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	2	3	1	1
OTU622	151	159	217	274	628	637	300	275	229	128	54	35	14	69	55	85	52	3	17	5	2	2	23	6	12	63	53	30	4	32	6	6
OTU623	55	0	0	0	0	229	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU625	27	7	11	6	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	502	0	0	0	0	0	0	0	3	0	0
OTU626	0	0	2	12	1	0	0	0	4	9	4	2	0	1	2	0	0	0	0	0	1	1	2	0	3	3	0	31	0	1	0	0
OTU627	0	0	0	0	1	4	3	1	0	1	2	0	1	0	0	0	2	1	2	0	2	0	0	2	2	0	0	0	0	0	0	0
OTU628	0	0	0	0	0	3	5	4	1	6	8	7	15	0	2	3	5	1	6	2	2	1	0	0	1	0	0	4	1	24	13	5
OTU629	0	1	0	2	3	1	1	0	0	2	0	0	1	0	0	1	0	0	0	1	1	0	1	12	2	3	3	1	3	3	1	0
OTU63	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU631	5	36	46	127	323	78	135	139	282	94	39	33	41	21	46	70	36	6	19	14	1	1	5	0	0	1	0	9	11	4	1	4
OTU632	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU635	33	76	68	94	22	23	17	9	14	20	41	34	25	17	41	23	40	15	86	32	31	4	7	9	2	11	23	3	2	37	4	11
OTU636	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU637	0	0	0	2	2	1	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU638	0	0	0	0	0	0	1	2	0	0	6	0	2	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU639	10	6	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	2	0	11	1	0
OTU640	0	0	0	0	1	0	1	12	0	2	0	0	0	1	0	0	0	0	1	5	0	0	0	1	1	0	0	1	0	0	0	0
OTU642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	3	0
OTU643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU645	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU646	25	30	15	15	46	42	113	56	80	18	187	107	107	166	32	28	15	51	45	48	64	38	57	133	201	25	102	40	36	49	67	63
OTU647	0	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU648	0	0	0	0	2	0	1	0	0	2	1	5	0	0	0	0	1	1	0	1	0	0	0	1	0	0	2	1	0	0	3	1
OTU649	6	2	1	5	5	8	11	12	3	5	1	3	3	5	4	5	0	3	2	4	1	2	1	6	2	3	4	0	5	6	7	9
OTU65	2	5	1	337	13	2	24	12	917	12	23	15	12	6	3	1	11	3	1216	1214	0	0	13	1	2	286	2	3	0	57	6	3
OTU650	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU651	0	5	2	5	31	24	57	14	37	12	44	8	15	39	27	52	24	28	14	15	38	27	23	56	27	30	45	7	2	29	14	11
OTU652	4	13	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU653	15	31	28	14	16	17	13	10	13	14	14	8	1	1	2	0	2	0	0	10	0	0	7	4	3	0	2	2	1	7	6	5
OTU654	0	0	0	0	2	6	0	0	2	1	0	0	0	0	1	0	0	0	6	0	0	1	1	0	5	0	2	3	0	4	0	0
OTU655	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0
OTU656	1	0	0	0	1	1	4	0	1	0	4	1	1	3	1	2	6	0	2	2	2	0	0	3	3	2	2	0	0	1	1	0
OTU657	0	0	1	0	1	4	0	0	5	0	0	1	1	1	0	0	0	3	0	1	6	0	0	0	0	0	0	1	0	5	6	0
OTU658	18	15	25	15	6	1	7	1	3	2	6	5	11	9	9	13	7	1	1	0	2	0	5	9	4	16	31	9	16	16	8	16
OTU659	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU66	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0
OTU660	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU662	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU663	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU664	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU665	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU669	1	11	9	4	0	5	2	3	4	4	0	3	0	15	5	0	5	6	0	0	0	0	2	1	3	2	2	0	0	0	5	3
OTU67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0
OTU670	106	121	78	49	35	31	51	50	62	43	93	68	82	35	97	70	37	119	51	61	82	93	57	74	83	38	81	37	47	85	45	69
OTU671	0	2	4	2	1	0	0	0	3	0	4	1	2	5	0	0	6	4	5	1	2	10	0	2	0	0	0	0	0	0	0	1
OTU672	0	0	0	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU673	1	0	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU676	0	0	0	0	2	0	1	15	3	12	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU677	2	2	7	20	19	7	8	13	3	17	2	8	5	9	6	11	6	12	3	8	1	1	20	0	14	9	8	3	1	9	7	18
OTU68	8	6	5	1	10	8	1	8	10	9	12	5	3	8	11	10	9	18	12	4	10	6	4	12	6	9	10	3	7	1	8	11
OTU680	4	12	9	32	64	56	18	59	30	1	1	4	1	0	11	11	2	1	0	1	2	3	0	0	0	0	0	0	0	0	1	3
OTU681	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU682	2	2	3	6	4	7	5	2	4	5	11	7	1	8	3	3	7	8	1	0	6	0	2	4	11	3	4	1	0	5	11	5
OTU683	0	2	0	0	0	0	0	3	1	3	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU685	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	4	0	0
OTU686	0	0	4	0	5	2	1	0	1	6	0	2	1	0	0	0	0	1	0	0	1	1	0	0	1	2	0	1	0	2	0	1
OTU687	0	0	0	0	0	0	1	0	1	1	6	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU689	0	0	1	1	1	10	0	0	3	0	0	0	0	0	1	3	0	0	1	2	2	0	5	4	0	0	1	2	0	0	0	2
OTU69	0	0	0	0	1	2	0	0	1	0	4	7	4	0	5	1	4	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU690	36	117	59	85	25	29	13	3	10	14	15	15	11	3	7	3	2	0	0	2	0	9	6	24	10	13	15	14	2	11	1	3
OTU691	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU692	0	0	0	0	3	1	5	5	4	4	5	1	0	2	4	1	3	4	1	1	2	3	0	3	0	0	0	6	2	1	2	2
OTU693	0	0	0	0	0	0	0	1	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU695	0	0	0	0	7	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	3	2	0	2	0
OTU697	0	0	0	0	1	6	0	3	0	19	0	2	2	7	0	0	7	12	0	0	2	0	5	0	3	2	13	1	2	2	2	0
OTU698	2	2	4	4	12	6	9	11	14	6	19	22	27	18	25	50	11	27	24	6	24	23	11	5	8	24	9	6	5	9	13	14
OTU699	1	1	0	0	1	2	1	0	0	0	1	1	2	0	1	0	0	1	0	1	0	1	2	3	0	0	1	1	4	1	0	0
OTU7	1	2	3	0	0	0	0	0	0	3	0	0	4	0	3	3	3	2	0	1	0	0	2	0	11	2	2	1	4	1	0	3
OTU70	0	2	0	1	1	0	0	0	5	3	7	1	3	0	0	0	0	3	3	2	10	0	2	5	1	1	1	12	11	0	1	2
OTU700	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	4	1	2	4	0	0	0	0	0	1	0	0	0	0	0
OTU701	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0
OTU702	1	1	3	3	3	0	0	5	3	2	0	2	0	1	1	2	0	1	0	1	0	0	1	4	6	2	0	2	1	1	1	1
OTU704	1	3	1	1	32	14	7	34	6	45	1	57	1	16	1	2	7	5	14	0	5	1	5	0	8	3	3	1	2	10	18	60
OTU705	47	35	34	21	11	10	8	4	2	9	3	7	11	13	16	28	16	12	4	9	16	9	6	10	17	6	9	0	2	9	5	10
OTU706	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU707	0	0	0	1	15	6	12	5	10	8	5	16	16	1	15	10	4	12	19	5	9	1	2	1	0	0	1	0	0	0	0	0
OTU708	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
OTU709	1	6	7	6	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	3	9	0	1	0	1	2	3	2	6
OTU71	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU710	59	79	62	46	38	25	43	13	24	26	50	15	35	23	52	47	25	16	3	14	13	2	33	26	36	57	90	97	72	97	67	75
OTU711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU712	164	49	19	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU714	0	0	0	0	1	2	3	2	5	0	6	4	5	1	2	2	0	0	0	0	0	0	6	4	15	1	5	16	3	2	3	4
OTU715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU716	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
OTU717	0	0	0	0	8	2	1	12	2	2	3	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	3	0
OTU718	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU719	0	0	1	0	0	0	1	2	0	3	1	3	1	13	19	11	6	3	2	7	4	7	5	0	5	13	12	21	4	17	22	36
OTU72	9	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU720	2	0	0	0	1	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU721	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU722	0	1	1	1	1	1	0	0	5	2	2	2	0	1	0	0	6	2	1	3	4	0	0	0	3	1	5	3	0	5	0	0
OTU723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU724	3	6	3	9	3	3	0	1	0	1	8	2	1	2	1	7	2	2	9	4	4	0	8	4	2	2	3	3	3	3	0	1
OTU725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
OTU726	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU727	7	1	2	13	26	22	9	16	16	4	10	5	6	11	1	17	5	0	13	3	0	1	12	0	4	5	1	0	0	0	1	1
OTU728	0	0	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU730	0	0	0	0	0	0	0	1	3	0	0	0	2	0	3	0	0	3	0	0	1	0	2	0	3	0	2	0	0	0	0	0
OTU731	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU732	1	0	1	2	1	6	2	6	9	11	3	11	7	7	7	4	3	3	5	3	1	0	18	0	3	4	2	5	4	2	0	12
OTU733	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU734	0	1	5	4	6	3	5	13	21	13	2	3	2	16	24	0	10	0	9	7	3	1	3	0	4	12	3	0	0	0	0	0
OTU735	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0
OTU737	0	0	0	0	0	0	6	0	1	7	0	0	1	15	7	17	18	6	30	3	1	6	11	2	4	14	1	0	2	6	6	13
OTU738	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU739	0	1	0	10	268	145	201	601	469	144	77	104	86	80	129	73	99	4	9	29	4	0	8	4	0	7	0	0	0	0	0	0
OTU74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU742	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU743	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU745	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0
OTU746	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
OTU748	0	0	0	0	0	0	2	2	2	7	2	9	2	1	0	3	0	0	0	0	6	0	4	0	0	4	0	1	2	3	1	3
OTU749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU75	0	0	0	0	3	8	13	9	12	15	25	7	3	14	0	11	13	3	5	2	9	0	0	9	3	7	25	0	10	14	8	3
OTU750	0	0	0	1	3	2	1	1	3	1	1	2	3	3	4	5	1	4	1	1	4	3	4	1	0	3	3	2	1	3	3	4
OTU751	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
OTU752	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU753	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU754	34	21	10	0	5	7	3	10	2	4	1	2	1	15	2	0	1	1	2	4	1	1	1	1	0	2	0	2	0	1	0	0
OTU755	1	0	2	1	21	22	8	14	10	12	18	16	12	18	1	5	5	0	3	1	2	5	3	3	9	6	2	5	5	4	3	8
OTU756	9	15	2	4	41	9	4	4	6	139	33	53	28	69	28	104	49	13	33	5	8	3	53	26	29	34	42	19	145	68	34	101
OTU757	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
OTU758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
OTU759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU76	6	34	4	7	0	0	1	0	0	27	26	135	5	12	4	21	3	40	1	2	422	3	2	30	17	89	151	411	52	172	70	38
OTU760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU761	0	0	0	1	0	2	2	4	7	1	0	4	1	4	1	5	1	1	3	3	6	2	3	5	1	2	2	3	1	1	3	11
OTU762	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU763	5	21	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU765	0	0	0	0	0	3	7	0	4	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU766	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
OTU769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU77	0	0	0	0	0	0	0	0	2	4	3	2	3	3	1	3	2	1	3	1	0	0	0	1	0	0	0	0	0	0	0	2
OTU772	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU773	0	0	0	0	12	9	2	8	12	15	14	13	6	22	5	17	25	25	12	32	25	9	44	12	4	26	30	11	28	48	63	51
OTU775	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	2	0	4	0	0	0	0	0
OTU776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU777	12	12	21	1	0	8	4	0	1	4	2	0	3	1	0	15	1	1	0	2	1	0	15	56	9	6	3	0	1	13	0	2
OTU778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU779	0	0	2	0	2	4	4	4	7	8	5	1	1	6	0	1	5	7	7	15	3	1	1	0	1	2	2	2	0	0	0	0
OTU78	2	0	0	0	6	0	1	4	3	3	19	20	2	3	6	0	3	2	0	4	9	0	0	0	3	0	1	1	0	0	3	0
OTU780	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU783	3	1	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	1	2	2	3	0	1
OTU784	0	2	0	10	10	3	10	6	18	5	5	1	1	4	7	0	0	0	2	2	0	0	8	0	2	0	3	0	0	0	0	0
OTU785	0	2	0	1	7	6	5	4	16	5	0	4	0	0	27	59	129	90	9	52	69	9	40	9	15	4	20	0	3	0	0	0
OTU786	0	0	0	0	1	1	5	1	1	1	2	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	0	0	1	0	1	0
OTU787	12	2	3	0	1	12	12	0	0	16	14	0	0	1	0	3	4	0	2	2	2	0	10	34	8	22	2	3	6	36	0	4
OTU788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
OTU789	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU79	0	0	0	0	0	0	0	0	0	0	4	0	1	2	1	2	1	2	3	1	8	0	0	0	0	1	3	0	0	0	0	0
OTU790	0	0	0	0	1	1	1	1	0	8	4	2	5	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
OTU791	0	1	0	2	17	44	32	132	66	114	18	60	99	30	108	21	27	23	78	44	27	1	81	104	50	44	88	56	152	58	70	63
OTU792	0	1	3	3	2	3	0	0	0	0	0	0	0	0	3	0	9	12	10	12	7	1	1	0	4	0	0	0	1	1	0	1
OTU793	201	134	371	92	153	259	141	80	80	153	304	228	174	169	111	197	195	287	273	244	162	84	272	217	228	277	282	243	410	215	291	233
OTU795	4	2	4	1	2	2	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0
OTU796	9	14	25	28	50	59	16	8	20	12	17	9	7	9	5	24	25	1	6	13	12	3	33	25	44	130	26	62	36	17	11	9
OTU797	4	3	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU8	0	0	0	4	1	4	8	6	0	2	3	5	1	3	0	2	0	0	0	0	0	0	13	13	5	5	6	9	9	30	5	2
OTU80	8	5	1	2	11	24	6	6	15	17	10	23	5	8	15	12	18	12	26	18	5	0	7	1	3	3	4	1	4	2	0	0
OTU800	263	106	158	44	93	81	70	61	104	171	123	141	80	95	28	41	42	22	74	51	24	6	179	14	84	36	48	52	16	27	10	4
OTU801	0	0	0	0	10	3	5	18	3	8	3	8	0	3	1	2	0	5	5	3	4	0	7	0	5	1	1	5	0	0	0	0
OTU802	0	0	0	0	0	0	0	0	1	16	1	3	0	1	0	0	0	2	0	0	5	0	0	0	0	1	2	0	1	4	0	2
OTU803	12	63	123	216	19	58	20	13	15	22	12	24	27	34	79	90	50	98	71	55	65	1	47	47	46	193	173	29	11	22	22	22
OTU804	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU805	0	4	1	7	1	6	1	10	17	2	6	5	3	4	29	10	28	26	22	47	39	1	5	4	7	6	9	4	1	18	13	0
OTU806	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	16	0	0	0	0	0	1	1	0	1	14	25	49	48	2	0	2
OTU807	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	1	0	9	1	3	3	2	8	0	0	4	1	0	0	0	0	0
OTU808	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU809	0	0	0	0	0	1	4	1	4	0	0	4	0	3	6	9	5	0	1	2	0	0	228	0	0	0	0	0	0	0	0	0
OTU81	0	0	0	3	24	28	14	7	28	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
